Date,Open,Close,Change,Quote,Low,High,Volume,Turnover,Rate
2017-10-09,3403.25,3374.38,25.44,0.76%,3366.97,3410.17,191736048,22744060.00,-
2017-09-29,3340.31,3348.94,9.30,0.28%,3340.31,3357.02,144862448,17589282.00,-
2017-09-28,3343.84,3339.64,-5.63,-0.17%,3336.18,3344.60,149444304,18195562.00,-
2017-09-27,3340.82,3345.27,1.69,0.05%,3340.30,3349.69,143086944,16898134.00,-
2017-09-26,3336.35,3343.58,2.03,0.06%,3332.60,3347.16,132628592,15903964.00,-
2017-09-25,3344.59,3341.55,-10.98,-0.33%,3334.94,3350.96,169621296,20240170.00,-
2017-09-22,3347.16,3352.53,-5.28,-0.16%,3334.98,3356.45,179234000,20658346.00,-
2017-09-20,3352.18,3366.00,9.15,0.27%,3346.54,3370.10,192196672,22583908.00,-
2017-09-19,3365.53,3356.84,-6.01,-0.18%,3344.71,3370.40,191129680,22072874.00,-
2017-09-18,3352.51,3362.86,9.24,0.28%,3352.51,3371.75,190319680,22793864.00,-
2017-09-15,3365.15,3353.62,-17.81,-0.53%,3345.33,3365.53,219765824,25291068.00,-
2017-09-14,3383.47,3371.43,-12.72,-0.38%,3361.33,3391.64,221306496,25674442.00,-
2017-09-13,3374.72,3384.15,4.66,0.14%,3366.54,3387.14,194550720,23073342.00,-
2017-09-12,3381.49,3379.49,3.07,0.09%,3370.85,3391.07,272910304,32502494.00,-
2017-09-11,3365.35,3376.42,11.18,0.33%,3360.05,3384.81,219011008,25688882.00,-
2017-09-08,3364.43,3365.24,-0.25,-0.01%,3353.69,3380.89,198405184,23516022.00,-
2017-09-07,3383.63,3365.50,-19.89,-0.59%,3363.18,3387.80,221118688,26403702.00,-
2017-09-06,3372.43,3385.39,1.07,0.03%,3364.76,3391.01,229090768,26203466.00,-
2017-09-05,3377.20,3384.32,4.73,0.14%,3371.57,3390.82,216552944,24559660.00,-
2017-09-04,3369.72,3379.58,12.46,0.37%,3359.13,3381.40,267427840,29634842.00,-
2017-09-01,3365.99,3367.12,6.31,0.19%,3358.47,3381.93,282497568,31372208.00,-
2017-08-31,3361.46,3360.81,-2.82,-0.08%,3340.69,3367.36,234419776,26913310.00,-
2017-08-30,3361.82,3363.63,-1.60,-0.05%,3357.08,3376.65,246863312,27964080.00,-
2017-08-29,3362.06,3365.23,2.57,0.08%,3354.46,3374.59,219504544,26891610.00,-
2017-08-28,3336.13,3362.65,31.13,0.93%,3336.13,3375.03,257461440,30531988.00,-
2017-08-25,3271.46,3331.52,60.01,1.83%,3271.46,3331.91,205839488,22714102.00,-
2017-08-24,3287.96,3271.51,-16.19,-0.49%,3266.36,3297.99,163468928,18624506.00,-
2017-08-23,3283.80,3287.70,-2.52,-0.08%,3274.44,3299.46,179832224,20433042.00,-
2017-08-22,3287.61,3290.23,3.32,0.10%,3274.94,3293.48,186537984,22292748.00,-
2017-08-21,3274.58,3286.91,18.18,0.56%,3270.48,3287.52,186122480,20971860.00,-
2017-08-18,3253.24,3268.72,0.29,0.01%,3248.08,3275.08,191122480,21843774.00,-
2017-08-17,3253.85,3268.43,21.98,0.68%,3251.46,3269.14,203622544,22837694.00,-
2017-08-16,3247.85,3246.45,-4.81,-0.15%,3228.87,3248.78,176852048,20083254.00,-
2017-08-15,3235.23,3251.26,13.90,0.43%,3235.10,3263.59,182297984,20459586.00,-
2017-08-14,3206.04,3237.36,28.82,0.90%,3206.04,3240.05,190346800,20909608.00,-
2017-08-11,3237.92,3208.54,-53.21,-1.63%,3200.75,3245.12,262962992,26699826.00,-
2017-08-10,3269.73,3261.75,-13.82,-0.42%,3236.18,3282.52,240684624,25185404.00,-
2017-08-09,3277.81,3275.57,-6.30,-0.19%,3263.85,3277.94,235597904,23781512.00,-
2017-08-08,3277.19,3281.87,2.42,0.07%,3269.66,3285.48,252043536,25577018.00,-
2017-08-07,3257.67,3279.46,17.38,0.53%,3243.72,3280.10,231173392,23187438.00,-
2017-08-04,3269.32,3262.08,-10.85,-0.33%,3261.31,3287.19,275906336,28563476.00,-
2017-08-03,3279.99,3272.93,-12.13,-0.37%,3262.16,3293.37,233277008,24354954.00,-
2017-08-02,3288.52,3285.06,-7.58,-0.23%,3282.04,3305.43,266730624,27935234.00,-
2017-08-01,3274.37,3292.64,19.61,0.60%,3273.50,3292.64,237194592,25641994.00,-
2017-07-31,3252.75,3273.03,19.79,0.61%,3251.19,3276.95,246039456,25352592.00,-
2017-07-28,3240.17,3253.24,3.46,0.11%,3232.96,3256.37,182226880,19842860.00,-
2017-07-27,3243.76,3249.78,2.11,0.06%,3220.64,3251.93,228485936,24257208.00,-
2017-07-26,3244.46,3247.67,3.99,0.12%,3228.04,3264.85,213542016,22846052.00,-
2017-07-25,3249.14,3243.69,-6.91,-0.21%,3233.14,3261.65,205573872,21340550.00,-
2017-07-24,3230.90,3250.60,12.62,0.39%,3230.07,3261.10,233056400,25063120.00,-
2017-07-21,3236.59,3237.98,-6.88,-0.21%,3231.96,3247.71,206003248,22195692.00,-
2017-07-20,3227.51,3244.86,13.89,0.43%,3225.43,3246.24,232108400,24582542.00,-
2017-07-19,3181.40,3230.98,43.41,1.36%,3179.73,3232.94,272420736,26977102.00,-
2017-07-18,3159.73,3187.57,11.10,0.35%,3150.13,3187.67,190623072,19645236.00,-
2017-07-17,3219.79,3176.46,-45.95,-1.43%,3139.50,3230.35,266205264,27465324.00,-
2017-07-14,3212.03,3222.42,4.25,0.13%,3204.85,3222.98,160126768,17431214.00,-
2017-07-13,3192.36,3218.16,20.62,0.64%,3190.34,3219.27,195303616,21082090.00,-
2017-07-12,3201.93,3197.54,-5.49,-0.17%,3177.93,3215.20,186900896,20179962.00,-
2017-07-11,3201.52,3203.04,-9.59,-0.30%,3199.22,3226.91,187837248,20549338.00,-
2017-07-10,3208.46,3212.63,-5.32,-0.17%,3203.21,3223.34,198928016,22282832.00,-
2017-07-07,3203.82,3217.96,5.51,0.17%,3195.29,3219.52,176715408,20193832.00,-
2017-07-06,3203.86,3212.44,5.31,0.17%,3188.77,3215.95,175809296,20220962.00,-
2017-07-05,3179.22,3207.13,24.33,0.76%,3174.71,3207.31,148296480,17355400.00,-
2017-07-04,3192.89,3182.80,-13.11,-0.41%,3174.31,3193.06,141114960,16145456.00,-
2017-07-03,3192.00,3195.91,3.48,0.11%,3177.02,3196.29,140305712,15657578.00,-
2017-06-30,3176.95,3192.43,4.36,0.14%,3171.57,3193.24,121464544,14319560.00,-
2017-06-29,3174.98,3188.06,14.86,0.47%,3174.28,3188.77,128755464,14724979.00,-
2017-06-28,3183.63,3173.20,-18.00,-0.56%,3170.79,3193.44,146516720,16208110.00,-
2017-06-27,3183.42,3191.20,5.75,0.18%,3172.46,3193.46,148201200,16752379.00,-
2017-06-26,3157.00,3185.44,27.57,0.87%,3156.98,3187.89,173579200,20041930.00,-
2017-06-23,3138.44,3157.87,10.42,0.33%,3118.09,3158.05,154843648,17556852.00,-
2017-06-22,3152.24,3147.45,-8.76,-0.28%,3146.64,3186.98,191344000,22043844.00,-
2017-06-21,3148.99,3156.21,16.20,0.52%,3132.62,3157.03,136688272,16704822.00,-
2017-06-20,3148.02,3140.01,-4.36,-0.14%,3134.61,3150.46,141191808,16249802.00,-
2017-06-19,3122.16,3144.37,21.21,0.68%,3121.78,3146.77,134891760,15174179.00,-
2017-06-16,3126.37,3123.17,-9.32,-0.30%,3117.86,3134.25,129652760,14921548.00,-
2017-06-15,3125.59,3132.49,1.81,0.06%,3117.08,3137.59,146954240,17112452.00,-
2017-06-14,3146.75,3130.67,-23.07,-0.73%,3125.35,3149.17,138347040,16064124.00,-
2017-06-13,3134.01,3153.74,13.87,0.44%,3131.04,3155.99,128318280,14845787.00,-
2017-06-12,3149.53,3139.88,-18.52,-0.59%,3135.31,3164.95,146729424,17022328.00,-
2017-06-09,3147.45,3158.40,8.07,0.26%,3146.11,3165.92,160136336,18158488.00,-
2017-06-08,3136.47,3150.33,10.01,0.32%,3132.83,3153.26,152277664,17889430.00,-
2017-06-07,3101.76,3140.32,38.20,1.23%,3098.95,3140.77,173229008,19428794.00,-
2017-06-06,3084.54,3102.13,10.47,0.34%,3078.79,3102.86,113439960,12780462.00,-
2017-06-05,3102.11,3091.66,-13.88,-0.45%,3084.83,3105.51,132570296,14342980.00,-
2017-06-02,3094.23,3105.54,2.92,0.09%,3081.85,3110.39,142504928,15445434.00,-
2017-06-01,3108.42,3102.62,-14.55,-0.47%,3097.68,3113.52,163015728,18078262.00,-
2017-05-31,3125.33,3117.18,7.12,0.23%,3111.56,3143.28,152950432,17791332.00,-
2017-05-26,3101.29,3110.06,2.23,0.07%,3100.39,3120.66,155923488,17132738.00,-
2017-05-25,3055.34,3107.83,43.76,1.43%,3052.83,3114.66,191391840,20191012.00,-
2017-05-24,3047.57,3064.08,2.13,0.07%,3022.30,3064.81,139813360,15266921.00,-
2017-05-23,3069.39,3061.95,-13.73,-0.45%,3050.84,3084.24,178310592,19507366.00,-
2017-05-22,3087.17,3075.68,-14.96,-0.48%,3063.15,3103.94,153683728,17034098.00,-
2017-05-19,3086.71,3090.63,0.49,0.02%,3081.28,3095.48,129635224,15016423.00,-
2017-05-18,3082.33,3090.14,-14.30,-0.46%,3077.96,3103.44,148620032,16814952.00,-
2017-05-17,3107.80,3104.44,-8.52,-0.27%,3101.30,3119.58,168674160,19456058.00,-
2017-05-16,3082.87,3112.96,22.74,0.74%,3060.53,3113.51,173775568,19329210.00,-
2017-05-15,3085.93,3090.23,6.72,0.22%,3085.93,3098.91,135660736,15826960.00,-
2017-05-12,3054.11,3083.51,22.01,0.72%,3051.87,3090.49,159684096,17510724.00,-
2017-05-11,3036.79,3061.50,8.72,0.29%,3016.53,3063.56,191341888,19760406.00,-
2017-05-10,3078.17,3052.78,-27.74,-0.90%,3051.59,3090.82,160794448,18162414.00,-
2017-05-09,3064.85,3080.53,1.91,0.06%,3056.56,3084.21,135066672,15279591.00,-
2017-05-08,3090.07,3078.61,-24.42,-0.79%,3067.69,3093.45,180526896,19817168.00,-
2017-05-05,3114.77,3103.04,-24.33,-0.78%,3092.09,3117.61,176213648,20027390.00,-
2017-05-04,3127.11,3127.37,-7.98,-0.25%,3111.39,3143.82,177967488,20017084.00,-
2017-05-03,3138.31,3135.35,-8.37,-0.27%,3123.75,3148.29,163763920,19023660.00,-
2017-05-02,3147.23,3143.71,-10.95,-0.35%,3136.54,3154.78,154222960,17638992.00,-
2017-04-28,3144.02,3154.66,2.47,0.08%,3136.58,3154.73,162889904,18319576.00,-
2017-04-27,3131.35,3152.19,11.34,0.36%,3097.33,3155.00,211793088,23574832.00,-
2017-04-26,3132.92,3140.85,6.28,0.20%,3131.42,3152.95,169878112,19711288.00,-
2017-04-25,3123.89,3134.57,5.04,0.16%,3117.45,3145.27,153418304,17412926.00,-
2017-04-24,3164.25,3129.53,-43.62,-1.37%,3111.21,3164.25,186277440,19784526.00,-
2017-04-21,3170.29,3173.15,1.05,0.03%,3158.63,3180.79,164761744,18413144.00,-
2017-04-20,3165.67,3172.10,1.41,0.04%,3148.18,3178.18,190873984,22009824.00,-
2017-04-19,3184.67,3170.69,-26.03,-0.81%,3147.07,3189.44,213238064,22580606.00,-
2017-04-18,3215.40,3196.71,-25.45,-0.79%,3196.49,3225.05,188661344,21186676.00,-
2017-04-17,3229.95,3222.17,-23.90,-0.74%,3199.91,3229.95,212737184,22721468.00,-
2017-04-14,3276.14,3246.07,-29.89,-0.91%,3238.90,3276.71,214508560,22410668.00,-
2017-04-13,3265.22,3275.96,2.13,0.07%,3261.49,3281.14,207346880,22328722.00,-
2017-04-12,3283.84,3273.83,-15.14,-0.46%,3262.28,3284.93,269381792,31150552.00,-
2017-04-11,3266.22,3288.97,19.57,0.60%,3244.40,3290.39,281281248,32662242.00,-
2017-04-10,3285.46,3267.93,-18.68,-0.57%,3265.01,3285.46,226768288,27242154.00,-
2017-04-07,3280.62,3286.62,5.61,0.17%,3275.05,3295.19,236108944,26673832.00,-
2017-04-06,3272.19,3281.00,10.70,0.33%,3265.76,3286.67,245288000,26233560.00,-
2017-04-05,3235.66,3270.31,47.79,1.48%,3233.24,3270.65,248320208,27320116.00,-
2017-03-31,3206.25,3221.63,11.40,0.35%,3205.54,3226.25,194673744,21197930.00,-
2017-03-30,3235.14,3210.24,-31.08,-0.96%,3195.85,3240.02,247135472,26569488.00,-
2017-03-29,3252.87,3241.31,-11.63,-0.36%,3233.28,3262.10,216105568,24537184.00,-
2017-03-28,3265.63,3252.95,-14.01,-0.43%,3246.09,3265.63,161710016,20345248.00,-
2017-03-27,3268.92,3266.96,-2.49,-0.08%,3262.12,3283.24,201852688,24918554.00,-
2017-03-24,3247.35,3269.45,20.90,0.64%,3241.12,3275.21,219777904,26709416.00,-
2017-03-23,3245.81,3248.55,3.33,0.10%,3221.93,3262.09,193029136,25824668.00,-
2017-03-22,3246.22,3245.22,-16.39,-0.50%,3229.13,3255.78,189731648,24454546.00,-
2017-03-21,3250.25,3261.61,10.80,0.33%,3246.70,3262.22,162719296,21912128.00,-
2017-03-20,3241.11,3250.81,13.36,0.41%,3228.12,3251.13,170548432,21395176.00,-
2017-03-17,3271.87,3237.45,-31.49,-0.96%,3232.28,3274.19,200583232,26218404.00,-
2017-03-16,3247.16,3268.94,27.18,0.84%,3247.16,3269.77,189416000,24450834.00,-
2017-03-15,3235.40,3241.76,2.43,0.08%,3227.74,3243.71,144055680,18572726.00,-
2017-03-14,3235.25,3239.33,2.30,0.07%,3231.52,3246.33,146946016,19153512.00,-
2017-03-13,3209.45,3237.02,24.26,0.76%,3193.16,3237.12,163673760,20691974.00,-
2017-03-10,3213.73,3212.76,-3.99,-0.12%,3208.45,3222.32,136672752,17366318.00,-
2017-03-09,3233.70,3216.75,-23.92,-0.74%,3205.28,3233.88,167371104,19921764.00,-
2017-03-08,3240.53,3240.66,-1.74,-0.05%,3230.61,3245.30,160731392,19822578.00,-
2017-03-07,3233.09,3242.41,8.54,0.26%,3226.82,3242.66,164064240,20993120.00,-
2017-03-06,3217.33,3233.87,15.55,0.48%,3215.07,3234.66,156092160,19376918.00,-
2017-03-03,3219.20,3218.31,-11.72,-0.36%,3206.61,3221.16,157082368,19270792.00,-
2017-03-02,3250.52,3230.03,-16.91,-0.52%,3228.66,3256.81,181215072,22304396.00,-
2017-03-01,3240.07,3246.93,5.20,0.16%,3237.87,3259.98,190677552,22594096.00,-
2017-02-28,3225.97,3241.73,13.07,0.40%,3225.97,3242.68,151244320,18601928.00,-
2017-02-27,3249.19,3228.66,-24.77,-0.76%,3224.09,3251.65,182581056,21139572.00,-
2017-02-24,3246.86,3253.43,2.06,0.06%,3233.53,3253.96,186406352,21383904.00,-
2017-02-23,3258.83,3251.38,-9.84,-0.30%,3236.35,3264.08,209179792,23682258.00,-
2017-02-22,3252.69,3261.22,7.89,0.24%,3243.84,3261.38,207453776,23481532.00,-
2017-02-21,3242.22,3253.33,13.36,0.41%,3239.88,3254.34,211673072,23355118.00,-
2017-02-20,3198.96,3239.96,37.89,1.18%,3198.96,3241.46,232152112,25027614.00,-
2017-02-17,3227.71,3202.08,-27.54,-0.85%,3199.42,3238.40,226228176,24857276.00,-
2017-02-16,3210.36,3229.62,16.63,0.52%,3207.79,3230.28,216955952,22658760.00,-
2017-02-15,3215.46,3212.99,-4.94,-0.15%,3206.56,3236.00,241507696,25796524.00,-
2017-02-14,3216.14,3217.93,1.09,0.03%,3205.29,3219.40,188798096,20425382.00,-
2017-02-13,3198.99,3216.84,20.14,0.63%,3198.99,3219.41,220191504,23615876.00,-
2017-02-10,3183.01,3196.70,13.52,0.42%,3182.80,3205.05,239348928,24577216.00,-
2017-02-09,3164.69,3183.18,16.20,0.51%,3162.57,3186.84,191640336,20972316.00,-
2017-02-08,3148.09,3166.98,13.89,0.44%,3132.03,3167.45,144920192,17085412.00,-
2017-02-07,3154.40,3153.09,-3.90,-0.12%,3140.04,3159.54,128337440,15255909.00,-
2017-02-06,3143.09,3156.98,16.81,0.54%,3135.39,3158.84,127198280,15006769.00,-
2017-02-03,3160.08,3140.17,-19.00,-0.60%,3136.01,3162.68,92224736,10802366.00,-
2017-01-26,3149.22,3159.17,9.61,0.31%,3148.91,3163.10,113876776,12501320.00,-
2017-01-25,3137.65,3149.55,7.00,0.22%,3133.19,3151.47,112073832,12676583.00,-
2017-01-24,3134.59,3142.55,5.78,0.18%,3131.22,3149.53,125973880,13455385.00,-
2017-01-23,3125.42,3136.77,13.64,0.44%,3125.42,3145.84,132660384,14814573.00,-
2017-01-20,3095.82,3123.14,21.84,0.70%,3095.21,3125.66,122366784,14147181.00,-
2017-01-19,3104.97,3101.30,-11.71,-0.38%,3094.01,3115.78,123851416,13928047.00,-
2017-01-18,3104.77,3113.01,4.24,0.14%,3098.59,3123.72,131780128,14454673.00,-
2017-01-17,3087.03,3108.77,5.35,0.17%,3072.34,3108.91,136157856,15475756.00,-
2017-01-16,3104.49,3103.43,-9.34,-0.30%,3044.29,3105.14,257886000,26282604.00,-
2017-01-13,3116.08,3112.76,-6.52,-0.21%,3102.16,3130.51,156274224,17443854.00,-
2017-01-12,3133.60,3119.29,-17.46,-0.56%,3115.98,3144.97,148889248,16192230.00,-
2017-01-11,3156.69,3136.75,-24.92,-0.79%,3136.27,3167.03,178362224,18918646.00,-
2017-01-10,3167.57,3161.67,-9.56,-0.30%,3157.33,3174.58,179759200,19496322.00,-
2017-01-09,3148.53,3171.24,16.92,0.54%,3147.74,3173.14,171714080,19211058.00,-
2017-01-06,3163.78,3154.32,-11.09,-0.35%,3153.03,3172.03,183708960,20729604.00,-
2017-01-05,3157.91,3165.41,6.62,0.21%,3154.28,3168.50,174727632,19969202.00,-
2017-01-04,3133.79,3158.79,22.87,0.73%,3130.11,3160.10,167860848,19591428.00,-
2017-01-03,3105.31,3135.92,32.28,1.04%,3105.31,3136.46,141567184,15988715.00,-
2016-12-30,3097.35,3103.64,7.54,0.24%,3089.99,3108.84,133267128,15173278.00,-
2016-12-29,3095.84,3096.10,-6.14,-0.20%,3087.34,3111.80,132623288,14991919.00,-
2016-12-28,3113.77,3102.24,-12.43,-0.40%,3094.55,3118.78,135727088,15432965.00,-
2016-12-27,3117.39,3114.66,-7.90,-0.25%,3113.75,3127.88,141528928,16219392.00,-
2016-12-26,3095.58,3122.57,12.41,0.40%,3068.42,3122.88,152571888,17055560.00,-
2016-12-23,3134.93,3110.15,-29.40,-0.94%,3103.75,3138.40,166176768,18928118.00,-
2016-12-22,3132.16,3139.56,2.13,0.07%,3126.89,3143.17,167804992,18598156.00,-
2016-12-21,3107.24,3137.43,34.55,1.11%,3107.24,3140.25,186706624,20424782.00,-
2016-12-20,3115.90,3102.88,-15.21,-0.49%,3084.80,3117.01,157426752,17161188.00,-
2016-12-19,3120.70,3118.08,-4.90,-0.16%,3110.08,3125.28,154169712,17450024.00,-
2016-12-16,3111.51,3122.98,5.30,0.17%,3106.35,3128.87,164988704,18984476.00,-
2016-12-15,3125.76,3117.68,-22.85,-0.73%,3100.91,3138.78,189990624,21286324.00,-
2016-12-14,3149.38,3140.53,-14.51,-0.46%,3136.35,3170.02,201358896,21920616.00,-
2016-12-13,3138.99,3155.04,2.07,0.07%,3118.71,3162.50,185164496,20317546.00,-
2016-12-12,3233.67,3152.97,-79.91,-2.47%,3149.90,3245.09,274708448,29426014.00,-
2016-12-09,3209.34,3232.88,17.52,0.54%,3207.04,3244.80,204023952,22638714.00,-
2016-12-08,3225.55,3215.37,-6.88,-0.21%,3211.47,3228.12,170710176,19780206.00,-
2016-12-07,3198.47,3222.24,22.59,0.71%,3189.49,3222.43,169072848,18944386.00,-
2016-12-06,3202.03,3199.65,-5.06,-0.16%,3196.52,3215.31,157572688,17717016.00,-
2016-12-05,3203.78,3204.71,-39.13,-1.21%,3194.88,3219.52,223010384,23859802.00,-
2016-12-02,3270.12,3243.84,-29.47,-0.90%,3235.28,3279.71,259567200,28155910.00,-
2016-12-01,3257.03,3273.31,23.27,0.72%,3256.26,3279.67,237759856,26155394.00,-
2016-11-30,3272.14,3250.03,-32.89,-1.00%,3239.52,3277.27,243576048,26280874.00,-
2016-11-29,3269.23,3282.92,5.92,0.18%,3263.40,3301.21,320836288,34814936.00,-
2016-11-28,3270.05,3277.00,15.06,0.46%,3267.67,3288.34,281551264,30046014.00,-
2016-11-25,3241.24,3261.94,20.20,0.62%,3209.60,3262.44,233921600,25911704.00,-
2016-11-24,3237.43,3241.74,0.60,0.02%,3232.87,3257.86,232324528,26722472.00,-
2016-11-23,3247.94,3241.14,-7.22,-0.22%,3231.59,3262.88,249959584,27794246.00,-
2016-11-22,3220.98,3248.35,30.20,0.94%,3220.98,3249.68,261631552,29248484.00,-
2016-11-21,3188.50,3218.15,25.29,0.79%,3188.28,3229.76,230652848,26317782.00,-
2016-11-18,3207.19,3192.86,-15.60,-0.49%,3187.50,3212.39,209826624,23535206.00,-
2016-11-17,3198.50,3208.45,3.40,0.11%,3187.21,3211.05,214206240,22677586.00,-
2016-11-16,3208.50,3205.06,-1.93,-0.06%,3195.41,3210.89,221766976,24485450.00,-
2016-11-15,3209.95,3206.99,-3.39,-0.11%,3195.04,3214.29,240886352,26700388.00,-
2016-11-14,3187.71,3210.37,14.33,0.45%,3186.80,3221.46,329608320,34697460.00,-
2016-11-11,3169.40,3196.04,24.76,0.78%,3166.07,3202.74,310854560,34377392.00,-
2016-11-10,3148.54,3171.28,42.91,1.37%,3148.54,3172.31,244192608,28599282.00,-
2016-11-09,3146.08,3128.37,-19.52,-0.62%,3096.95,3146.95,241114944,27722940.00,-
2016-11-08,3140.94,3147.89,14.55,0.46%,3134.95,3156.88,190846976,22158512.00,-
2016-11-07,3124.89,3133.33,8.02,0.26%,3117.10,3139.20,179418480,21060232.00,-
2016-11-04,3126.35,3125.32,-3.62,-0.12%,3119.54,3141.33,197683200,23904326.00,-
2016-11-03,3096.76,3128.94,26.20,0.84%,3094.10,3140.93,222986256,26582036.00,-
